label,text
spam,কোডে! মিস করবেন? ভিজিট- bit.ly/25587 রকমারি
spam,ঘরে বসে আয় করার সুযোগ। দৈনিক 10000 টাকা: bit.ly/41643
ham,"বস, কাল অফিসে আসবো না। ডাক্তারের অ্যাপয়েন্টমেন্ট আছে। ধন্যবাদ।"
ham,"ওহে, ফ্রিজে কি আছে? ভাত আছে?"
ham,"বাবুল, ডাটা প্যাক শেষ হয়ে গেছে। রিচার্জ করো।"
spam,কুরিয়ার যোগাযোগ করতে পারেনি। যোগাযোগ: 01864163667
ham,"আদাব, জন্মদিনের অনেক অনেক শুভেচ্ছা! আল্লাহ তোমার মঙ্গল করুন।"
ham,সূখীতে ২০% ক্যাশব্যাক অফার !! সূখীর যে কোনো সাভিস বিক্ষে পেতে করবেন প্রতিদিন 71269 টাকা পর্ন্ত ক্যাশব্যাক। (সর্ব প্রথমে) https://shukhee.com/
ham,"বাবুল, তোর গার্ডেন কেমন হচ্ছে? ফুল ফুটেছে?"
ham,ব্যাংকে টাকা জমা দিতে হবে। চেকবুক নিয়ে আসো। পরে কথা হবে।
ham,আজ কি করছো? একটু আড্ডা দিবি? - শফিক
spam,জাতীয় পরিচয়পত্র যাচাই প্রয়োজন। যাচাই: bit.ly/67816
spam,আপনি লাকি ড্রতে নির্বাচিত হয়েছেন। 25000 টাকা জিতেছেন! দাবি: bit.ly/14088
ham,শুধুমাত্র বিকাশ লাইভচ্যাট স্ক্রিনে সার্ভিস রিকোয়েস্ট নাম্বার 35875 লিখুন। কল বা SMS এর মাধ্যমে নাম্বারটি কারো সাথে শেয়ার করবেন না।
spam,অনলাইনে কাজ করে দৈনিক 100000 টাকা আয়। রেজিস্ট্রেশন ফি মাত্র 300 টাকা। 01730409966
ham,"হ্যালো, স্যার, কালকের ট্রেনিং কয়টায়? আমি রেডি আছি।"
spam,"আখেরি অফার বইয়ের 15% ছাড়, আর্পে 15% এক্সট্রা ছাড় - bit.ly/33888 রকমারি"
ham,"রফিক, বাস কয়টায় ছাড়বে? স্টেশনে যেতে হবে।"
ham,বাজারে পেঁয়াজের দাম কত? অনেক বেড়েছে নাকি? রাখি।
spam,অভিনন্দন! আপনি বিকাশ এর বাইক জিতেছেন। দাবি করতে 01733818668 নম্বরে কল করুন।
ham,পানির বোতল নিয়ে আসবে। খুব তেষ্টা লেগেছে। বাই।
spam,আপনার ইসলামী ব্যাংক একাউন্ট থেকে 5000000 টাকা উত্তোলন হয়েছে। বন্ধ করতে 01649310500 এ কল করুন।
ham,আজকের ক্লাস কয়টায়? আমি ভুলে গেছি। - সালাম
ham,"৫,91652 ডলার এনডোর্স করে উপভোগ করুন ৫,64539 পর্যন্ত বোনাস এক্স আর পয়েন্টস ! বিস্তা: www.cbl.fyi/ec25"
spam,গ্রামীণফোন অফার: আনলিমিটেড ইন্টারনেট মাত্র 9999 টাকায়। SMS YES 27232
ham,"সালাম, দরজায় কে? একটু দেখে এসো।"
ham,মোবাইল স্ক্রিন ভেঙে গেছে। রিপেয়ার করাতে হবে। ঠিক আছে।
spam,ইনস্টাগ্রাম সতর্কবার্তা। দ্রুত পদক্ষেপ: bit.ly/27198
ham,তোমার ওয়াইফাই পাসওয়ার্ড কি? আমার ইন্টারনেট নেই। - বেলি
ham,"শুভ সকাল, আপা, আমার ছুটির আবেদন অনুমোদন হয়েছে?"
ham,ঈদ মুবারক! তুমি কেমন আছো?
ham,"আপনি রেমিট্যান্স পেয়েছেন। মোট: 12,1814.50 টাকা সরকারি প্রণোদনা: 70031.50 টাকা TrxID A478927209 at 22/11/32494 09:33."
ham,"শোন, তোমার শরীর কেমন? ডাক্তার কি বলেছে?"
ham,এটিএম থেকে টাকা তুললাম। পাবে কখন? ওকে।
ham,"বিপুল, ভ্যাকসিন নিতে হবে। তারিখ ঠিক করেছি।"
spam,কোনো অভিজ্ঞতা ছাড়াই কাজ। আয় করুন: bit.ly/30018
spam,আজ শেষ সুযোগ। 50000 টাকা জিতুন: bit.ly/61479
spam,কোনো ইনকাম প্রুফ ছাড়াই ক্রেডিট কার্ড। আজই আবেদন: bit.ly/78344
spam,রোহিঙ্গা শিবিরে সাহায্য পাঠান। দান: 01803391105
ham,ওয়াইফাই কানেকশন নেই। রাউটার চেক করো।
spam,আজই কাজ শুরু করুন। 500000 টাকা আয়: bit.ly/13512
spam,আপনি প্রি-অ্যাপ্রুভড লোন পেয়েছেন। 10000 টাকা নিন: bit.ly/85297
spam,আজই শেষ সুযোগ! ভিতুন 100000 বোনাস মেম্বারশিপ রিওয়ার্ডস পয়েন্টস নূনতম 10টি কেনাকাটা করে 21-25-21-25 নভেম্বর 2025-এর মধ্যে আপনার আমেক্স ক্রেডিট কার্ড দিয়ে। শর্ত প্রযোজ্য। বিস্তারিত bit.ly/57415
ham,ফোনটা হ্যাং করছে। রিস্টার্ট দিতে হবে। ধন্যবাদ।
ham,"কিরে, কবে দেখা হবে? অনেক দিন হয়ে গেলো তো। পরে কথা হবে।"
ham,আজ কি করছো? একটু আড্ডা দিবি? - তিশা
ham,"প্রিয় মহোদয়, আপনার SMS Alert মোবাইল নম্বর 33274 থেকে 12041 এ পরিবর্তন করা হয়েছে জনতা ব্যাংক পিএলসি তে। এখন থেকে নতুন নম্বরে SMS পাবেন। ধন্যবাদ।"
ham,আপনার JBPLC একাউন্ট *26792 এ বরিশাল কর্পোরেট থেকে 66811.00 টাকা জমা হয়েছে at 06 Aug 25 13:39:33 ব্যালেন্স 40665 টাকা।
spam,পুরস্কার কনফার্মেশন প্রয়োজন। কনফার্ম: bit.ly/72139
ham,বইটা পড়েছিস? শেষ কিভাবে হয়? - রাজু
spam,অভিনন্দন! আপনি এনআরবি ব্যাংক এর গাড়ি জিতেছেন। দাবি করতে 01764625033 নম্বরে কল করুন।
ham,বিল সফলভাবে পরিশোধিত হয়েছে। Biller: ICCComm MMYYYY/Contact: 77594 A/C: 48253 Amount: Tk 14950.00 Fee: Tk 0.00 TrxID: CL85VHUJ0X at 08/12/43419 13:25
ham,"শুভ বিকাল, তোমার জুতা কোথা থেকে কিনেছিলে? দামটা কত ছিল?"
ham,তোমার জুতা কোথা থেকে কিনেছিলে? দামটা কত ছিল? - মিতা
ham,"ওহে, মোবাইল শপে নতুন ফোন এসেছে। একটু দেখে আসবো।"
spam,ভর্তি পরীক্ষার যাতায়াতের বাস টিকেট কাটতে ক্লিক: bit.ly/45818 কল ১৬৪৬০
ham,"হ্যালো, আজ কি রান্না হয়েছে? খেতে চাই।"
spam,আপনার পার্সেল অপেক্ষমাণ। ডেলিভারি নিন: bit.ly/12212
spam,সিম সংক্রান্ত জরুরি নোটিস। লিংক: bit.ly/75539
spam,কুরিয়ার যোগাযোগ করতে পারেনি। যোগাযোগ: 01904869956
ham,"আপা, আমার রিপোর্ট চেক করে দিয়েছেন? - শফিক"
spam,ফ্রি রেজিস্ট্রেশন আজই। আয় শুরু করুন: bit.ly/23284
spam,কোনো কাগজপত্র ছাড়াই লোন নিন। আবেদন: bit.ly/78109
ham,বাসের প্রতি টিকেটে 58972 ছাড় কোড: 50TK0FF ক্লিক: bdtickets.com কল: 11468
ham,"বিল সফলভাবে পরিশোধিত হয়েছে। Biller: WZPDCL MMYYYY/Contact: 10398 A/C: 14713 Amount: Tk 1,47514.00 Fee: Tk 0.00 TrxID: CL88VHVQS0 at 08/12/36895 13:26"
spam,জাতীয় পরিচয়পত্র যাচাই প্রয়োজন। যাচাই: bit.ly/13900
ham,"অতিরিক্ত টিনি গ্রহণে মেদ বাহুল্য, ডায়াবেটিস, ক্যান্সার, ইদরোগ, ফ্যাটি লিভার, ক্যালার, ইনসুলিন প্রতিরোধ ইত্যাদি রোগের ঝুঁকি বেড়ে যায়। টিনি পরিমিত মাত্রায় গ্রহণ করুন, সুখ্যাস্থ্য বজায় রাখুন-বিএফএসএ ধন্যবাদ।"
ham,"শুভ বিকাল, ভাই, মায়ের ওষুধ কিনে আনতে হবে। তুমি কি নিয়ে আসতে পারবে?"
spam,বিদেশে পড়াশোনার স্কলারশিপ। ১০০% ফ্রি। আবেদন: bit.ly/54771
spam,প্রতিদিন আয় করুন মোবাইল দিয়ে। রেজিস্ট্রার: bit.ly/65333
ham,ঈদ মুবারক! তুমি কেমন আছো? রাখি।
ham,সেল শুরু হয়েছে। ছাড় পাবেন। - করিম
ham,আজ মেঘলা আকাশ। বৃষ্টি হতে পারে। - চম্পা
ham,"""অর্থনৈতিক শুমারি 62121 এর আওতায় দেশের সকল খানা ও প্রতিষ্ঠান তালিকাভুক্ত করা হচ্ছ। জাতীয় স্বার্থপূর্ণ এ কার্যক্রমে আপনার তথ্য দিয়ে সহযোগিতা করুন"" - বাংলাদেশ পরিসংখ্যান ব্যুরো।"
spam,সরকারি স্কলারশিপ পাবেন। 200000 টাকা। রেজিস্টার করুন: 01550629322
ham,ফোনে চার্জ নেই। একটু পরে কল করছি। পরে কথা হবে।
ham,foodpanda-তে ৫ ও ৬ ডিসেম্বর 'AMEX200' ব্যবহার করে উপভোগ করুন 79759 টাকা পর্যন্ত সাশ্রয়। শর্ত প্রযোজ্য। বিস্তারিত www.cbl.fyi/f15
ham,"এই যে, আজ সন্ধ্যায় বাসায় থাকলে একটু আসবো। ঠিক আছে?"
ham,বিল পেমেন্ট করে দাও। ডিউ ডেট আজ। - চম্পা
ham,"শুভ সকাল, বস, ক্লায়েন্ট মিটিং ভালো হয়েছে। সবাই সন্তুষ্ট।"
spam,জরুরি! JANATA BANK কার্ড ব্লক হবে। তথ্য আপডেট করুন 01714776020
spam,ফ্রি উপহার জিতেছেন আপনি। দাবি করুন: bit.ly/19985
ham,আজ বাইরে খেতে যাবো। প্রস্তুত হও। ওকে।
spam,দুবাই ভিসা গ্যারান্টি। খরচ 5000 টাকা। প্রসেসিং: 01578865452
ham,আজ সন্ধ্যায় বাসায় থাকলে একটু আসবো। ঠিক আছে? আল্লাহ হাফেজ।
ham,লিফট নষ্ট। সিঁড়ি দিয়ে উঠতে হবে। - শিউলি
ham,স্বাধীনতা দিবসের শুভেচ্ছা! জয় বাংলা। পরে কথা হবে।
spam,আজই শেষ হচ্ছে যে বিশেষ অফার!* বিস্তারিত জানতে- bit.ly/80431 রকমারি।
ham,আজ উবার নেবো নাকি সিএনজিতে যাবো? রাখি।
ham,"ধামাকা বোনাস অফার ৩০জিবি ৩০দিন ৪০০টাকায়।নিতে ১৭ মার্চ এর মধ্যে ডায়াল *25933*37614#, mygp.li/mo"
ham,"শিউলি, সিকিউরিটি গার্ডকে বলে রেখো। গেস্ট আসবে।"
ham,"সালাম, আজকের ক্লাস বাতিল হয়েছে? বাসায় আছো?"
spam,ইনস্টাগ্রাম সতর্কবার্তা। দ্রুত পদক্ষেপ: bit.ly/18531
spam,আপনার জন্য পুরস্কার অপেক্ষা করছে। গ্রহণ করুন: bit.ly/30122
ham,আপনার JBPLC একাউন্ট *82357 এ মেডিকেল কলেজ থেকে 56694.00 টাকা জমা হয়েছে at 03 Jul 25 14:18:52 ব্যালেন্স 64348 টাকা। Enjoy Amar Sanchoy Amar Munafa
ham,বিজয় দিবসের শুভেচ্ছা। জয় বাংলা!
ham,"আপনি 67333 থেকে 45550.00 টাকা পেয়েছেন। ফি 0.00 টাকা। ব্যালেন্স 8,7560.39 টাকা। TrxID C403369635 at 20/11/60067 20:41"
spam,ফ্ল্যাট ভাড়া দিতে হবে। চট্টগ্রাম এ। মাত্র 25000 টাকা। 01790347892
ham,বাইরে থেকে খাবার অর্ডার দেবো? তুমি কি খাবে? - করিম
spam,ট্যুর প্যাকেজ 30% ছাড়ে। ময়মনসিংহ ভ্রমণ। বুক করুন: bit.ly/33497
ham,"৫,17238 ডলার এনডোর্স করে উপভোগ করুন ৫,64962 পর্যন্ত বোনাস এক্স আর পয়েন্টস ! বিস্তা: www.cbl.fyi/ec25"
ham,আজ আবহাওয়া খুব ভালো। ঘুরতে যাবো। - শিমুল
spam,ফ্রি হেলথ ইন্সুরেন্স পেতে রেজিস্টার করুন। কভারেজ 5000 টাকা। bit.ly/50772
spam,ফ্রি ক্রেডিট কার্ড পান। 5000000 টাকা লিমিট। আবেদন করুন: 01610732111
spam,ক্রিপ্টো কারেন্সি ট্রেডিং শিখুন। দৈনিক 5000000 টাকা আয়। রেজিস্টার করুন: bit.ly/25972
ham,"ভাই, মায়ের ওষুধ কিনে আনতে হবে। তুমি কি নিয়ে আসতে পারবে? বাই।"
ham,ভ্যাকসিন নিতে হবে। তারিখ ঠিক করেছি। - শিউলি
spam,অস্বাভাবিক লেনদেন শনাক্ত করা হয়েছে। নিশ্চিত করুন: bit.ly/96705
ham,ভাষা শহীদ দিবসের শ্রদ্ধাঞ্জলি। ওকে।
ham,"এই যে, আম্মু, তোমার ওষুধ কিনে এনেছি। সন্ধ্যায় বাসায় আসবো।"
ham,"বিল সফলভাবে পরিশোধিত হয়েছে। Biller: WZPDCL MMYYYY/Contact: 5276 A/C: 98455 Amount: Tk 1,30928.00 Fee: Tk 0.00 TrxID: BKN7HQ5RTN at 23/11/26897"
ham,আপনার NID দিয়ে কয়টি সিম রেজিস্ট্রার্ড দেখে নিতে https://mygp.li/SN - পলাশ
spam,আজই লোন অ্যাপ্রুভাল। 5000000 টাকা পান: 01758068686
spam,জমি বন্ধক রেখে ঋণ নিন। সহজ শর্তে 50000 টাকা। কল করুন 01828728716
ham,"শোন, কোডে! মিস করবেন? ভিজিট- t.ly/lWxzl রকমারি"
spam,আজই লোন অ্যাপ্রুভাল। 50000 টাকা পান: 01935962824
ham,"লিজা, বন্ধু, আমার জন্মদিনে আসবি কিন্তু। ভুলে যাবি না।"
ham,"Shukhee এ আপনাকে স্বাগতম! আপনার আকাউন্টটি সফলভাবে তৈরি হয়েছে। আমাদের সাভিসগুলো উপভোগ করতে অথবা থেকোনো জরুরি প্রয়োজনে কল করুন, 49502"
ham,"আদাব, শীতকাল শুরু হয়েছে। গরম কাপড় বের করো।"
ham,আজ খুব গরম। এসি চালু করে দাও। ওকে।
ham,"হাই, কি খবর? সব ঠিক আছে?"
ham,"শফিক, শীতকাল শুরু হয়েছে। গরম কাপড় বের করো।"
spam,ঠিকানা আপডেট না করলে পার্সেল ফেরত। আপডেট: bit.ly/57590
ham,Thanks for Choosing 'BAY' VN: 65665-25738-86-14335 Paid: 26187 https://sales.bayerp.com/online-invoice/1926/65849-52508-86-4959 C.Care: +65128
ham,"দোস্ত, কাল ক্রিকেট খেলা আছে। আসবি তো? ওকে।"
ham,"বিপুল, লাইব্রেরি কয়টা পর্যন্ত খোলা? আমার পড়তে যেতে হবে।"
spam,প্রধানমন্ত্রীর বিশেষ প্যাকেজ। 10000 টাকা সহায়তা। রেজিস্ট্রেশন: 01594506689
spam,জরুরি টাকার সমাধান এখনই। লোন নিন: bit.ly/33513
spam,আপনার কার্ড আবেদন অ্যাপ্রুভড। ডেলিভারি নিতে 01836571069 এ কল করুন।
ham,আজ কি রান্না হয়েছে? খেতে চাই। ভালো থেকো।
ham,"ভাই, তোর বাইকটা কি আজকে নিতে পারি? আমার একটা কাজ আছে। টাটা।"
ham,"আব্বু, আমি ঢাকা পৌঁছে গেছি। চিন্তা করবেন না। - জসিম"
ham,"শিমুল, শবে কদরের শুভেচ্ছা। নেক হায়াত কামনা করি।"
ham,ল্যাপটপ চার্জ শেষ। পাওয়ার ব্যাংক আছে? ধন্যবাদ।
ham,"শুভ সকাল, দোস্ত, আজ চা খেতে যাবো। তুই আসবি?"
ham,আপনার JBPLC ATM Card No.32958***42731 থেকে 77334.00 টাকা ডেবিট হয়েছে। ব্যালেন্স 25475.31 টাকা। at 02 Dec 25 17:44:55 from বরিশাল ATM. Visit www.jb.com.bd for services
ham,"আরিফ, স্যার, কালকের ট্রেনিং কয়টায়? আমি রেডি আছি।"
ham,"বিল সফলভাবে পরিশোধিত হয়েছে। Biller: WZPDCL MMYYYY/Contact: 58627 A/C: 76135 Amount: Tk 1,85429.00 Fee: Tk 0.00 TrxID: CL88VHVQS0 at 08/12/1417 13:26"
ham,বিরিয়ানি খাবে? আমি অর্ডার দিচ্ছি। বাই।
ham,"নগদ থেকে জিপি নম্বরে ১১৮টাকা রিচার্জে ১১৮টাকা ক্যাশব্যাক,সাথে ১২জিবি ৮দিন। ১৩ নভেম্বর বিকাল ৪টা-রাত ১টা। ডায়াল *47304#"
ham,"রফিক, সেল শুরু হয়েছে। ছাড় পাবেন।"
ham,"ভাই, তোর বাইকটা কি আজকে নিতে পারি? আমার একটা কাজ আছে। - শফিক"
spam,একাউন্ট ভেরিফিকেশন বাকি। সম্পূর্ণ করুন: bit.ly/15649
spam,দুর্ঘটনা বীমা ফ্রি পাবেন। কভারেজ 5000000 টাকা। রেজিস্টার: bit.ly/42104
ham,অভিনন্দন! bKash দিয়ে রেমিট্যান্স গ্রহণের সময় আপনি 50 টাকা ডিসকাউন্ট কুপন পেয়েছেন। বিস্তারিত: https://www.bkash.com/page/rem-100tk-cp-mr-pmnt মেয়াদ: 29-11-50801
spam,পুরস্কার গ্রহণের সময়সীমা শেষ হচ্ছে। দ্রুত করুন: bit.ly/10640
ham,"স্যার, আমার স্যালারি এখনো একাউন্টে আসেনি। একটু চেক করে দেখবেন? ঠিক আছে।"
ham,"ICC Communication এ 62349.00 টাকা পেমেন্ট সফল হয়েছে। ব্যালেন্স 3,86015.48 টাকা। TrxID B313803994 at 03/12/70837 00:20"
ham,"মিতা, বস, আজকের প্রেজেন্টেশন রেডি। কয়টায় শুরু হবে?"
spam,গিফট পাঠানোর জন্য তথ্য দিন: bit.ly/29884
ham,"পলাশ, পার্কিং জায়গা পাচ্ছি না। কোথায় গাড়ি রাখবো?"
ham,"ওহে, এটিএম থেকে টাকা তুললাম। পাবে কখন?"
spam,আজই যাচাই করুন। একাউন্ট রক্ষা করুন: bit.ly/39015
ham,ফিজিওথেরাপি সেশন কাল। সময় মতো যেতে হবে।
ham,নতুন কালেকশন এসেছে। দেখে নিন। রাখি।
spam,আজই লোন অ্যাপ্রুভাল। 10000 টাকা পান: 01831328828
ham,আজ সন্ধ্যায় বাসায় থাকলে একটু আসবো। ঠিক আছে? - লিজা
spam,বাংলালিংক থেকে ফ্রি 50000 টাকা রিচার্জ পাবেন। নিতে SMS করুন 49910
ham,"শিমুল, ট্রেন টিকেট কিনেছো? আমার একটা লাগবে।"
spam,আজই টাকা আপনার একাউন্টে। 200000 টাকা নিন: bit.ly/17891
spam,হোয়াটসঅ্যাপ নিরাপত্তা আপডেট প্রয়োজন: bit.ly/67204
ham,"শুভ সকাল, বাসে উঠেছি। আধা ঘন্টার মধ্যে পৌঁছাবো।"
ham,"২২ সেপ্টেম্বর 92626 ""বিশ্ব ব্যক্তিগত গাড়িমুক্ত দিবস""। ""গণপরিবহনে ও হেঁটে চলি, ব্যক্তিগত গাড়ি সীমিত করি""-ডিটিসিএ।"
ham,"সালাম, কুরিয়ার এসেছে। পার্সেল নিয়ে নাও।"
ham,ফ্রিজে কি আছে? ভাত আছে? - বিপুল
spam,পরিচয় নিশ্চিত করা জরুরি। ভেরিফাই: bit.ly/25326
ham,"স্যার, মিটিং এর সময় পরিবর্তন হয়েছে কি? - শফিক"
ham,বাজারে সবজির দাম অনেক বেড়েছে। আল্লাহ হাফেজ।
spam,নীতিমালা লঙ্ঘন ধরা পড়েছে। সমাধান: bit.ly/46671
ham,"হ্যালো, তোর গার্ডেন কেমন হচ্ছে? ফুল ফুটেছে?"
spam,একাউন্ট পুনরুদ্ধারের আবেদন করুন। ভিজিট: bit.ly/68003
spam,আপনার হোয়াটসঅ্যাপ একাউন্ট ঝুঁকিতে। সুরক্ষা করুন: bit.ly/74618
spam,বাইক বিক্রি হবে। শোরুম কন্ডিশন। মাত্র 25000 টাকা। কল: 01519412604
ham,"আপনার আমেক্স ক্রেডিট কার্ড দিয়ে ২১ ডিসেম্বর 37323-এর মধ্যে নূনতম ১০টি কেনাকাটা করে জিতুন ১,10724 বোনাস মেম্বারশিপ রিওয়ার্ডস পয়েন্টস! শর্ত প্রযোজ্য। বিস্তারিত http://cbl.fyi/p4a"
ham,ধন্যবাদ। - রিনা
spam,আজই লোন অ্যাপ্রুভাল। 5000 টাকা পান: 01865946053
ham,"৪০০টাকায়। ডায়াল *47878*62944#, mygp.li/mo"
ham,প্রিন্টার কাজ করছে না। কি সমস্যা? - সালাম
ham,আজ আবহাওয়া খুব ভালো। ঘুরতে যাবো। ধন্যবাদ।
spam,ফ্রি শিক্ষা সহায়তা পেতে আবেদন করুন। 50000 টাকা। bit.ly/38549
ham,"হাই, ব্যাংক স্টেটমেন্ট বের করতে হবে। কাল যাবো।"
ham,কল: 1791
ham,"ভাই, তোর বাইকটা কি আজকে নিতে পারি? আমার একটা কাজ আছে। - করিম"
spam,বিকাশ থেকে পার্সোনাল লোন। সুদের হার মাত্র 40%। যোগাযোগ: 01699852625
ham,ফাইবার কাটি এর জন্যে ইন্টারনেটের কানেকশন বিচ্ছিন্ন হওয়ার চিন্তা নেই আর! অর্ডার করুন gpfi Unlimited আজই: gpworld.co/gpfi_request - রাহিম
ham,"শোন, নতুন জামা কিনবো। তুমি কি সাথে যাবে?"
ham,"আপনি রেমিট্যান্স পেয়েছেন। মোট: 12,2233.50 টাকা সরকারি প্রণোদনা: 86995.50 টাকা TrxID A266186920 at 22/11/60825 09:33."
spam,গ্যাস বিল অপরিশোধিত। সংযোগ বিচ্ছিন্ন হবে। পেমেন্ট: 01561751252
ham,লাইব্রেরি থেকে বই নিয়ে এসো। পরীক্ষার জন্য দরকার। ধন্যবাদ।
spam,জন্ম সনদ পেতে আবেদন করুন। ফি 15000 টাকা। bit.ly/98674
ham,ব্লুটুথ কানেক্ট হচ্ছে না। কি করবো? আল্লাহ হাফেজ।
spam,"প্রিয় রবি গ্রাহক, আপনি পাচ্ছেন 1GB ফ্রি। অ্যাক্টিভ করতে কল দিন 01601168246"
ham,তোমার ওয়াইফাই পাসওয়ার্ড কি? আমার ইন্টারনেট নেই। - করিম
ham,"বিল সফলভাবে পরিশোধিত হয়েছে। Biller: WZPDCL MMYYYY/Contact: 49946 A/C: 93760 Amount: Tk 1,79875.00 Fee: Tk 0.00 TrxID: CL88VHVQS0 at 08/12/33069 13:26"
spam,আজ শেষ ডেলিভারি চেষ্টা। ঠিকানা দিন: 01830029358
spam,হোয়াটসঅ্যাপ নিরাপত্তা আপডেট প্রয়োজন: bit.ly/58471
ham,মোবাইল আপডেট করতে হবে। অনেক নোটিফিকেশন আসছে।
ham,"""সত্য নিয়ত্ম যাচাই আগে ইষ্টীরনেটে শেয়ার পরে"" -ডাক টেলিযোগাযোগ ও তথ্য প্রযুক্তি প্রতিমন্ত্রী"
spam,লোন রিলিজের জন্য তথ্য দিন: 01505456373
spam,দিনে 5000 টাকা আয় সম্ভব। শুরু করুন: bit.ly/35416
ham,চাবি ভিতরে ফেলে রেখে দরজা বন্ধ হয়ে গেছে। রাখি।
ham,"সীমিত সময়ের জন্য সেরা অফার, মাত্র 58122-২জিবি-১দিন নিতে ডায়াল *91275*১৪#"
ham,"ভাইয়া, কাল পিকনিকে যাচ্ছি। তুমিও চলো। আল্লাহ হাফেজ।"
spam,তথ্য যাচাই না করলে একাউন্ট বন্ধ হয়ে যাবে। লিংক: bit.ly/65867
spam,বিদ্যুৎ বিল বকেয়া। লাইন কাটা যাবে। পরিশোধ করুন: bit.ly/24132
ham,"ভাই, ব্যাংক থেকে টাকা তুলে আনতে হবে। চলো যাই। - সোহেল"
ham,"রাহিম, ""জন্ম - মৃত্যু নিবন্ধন, আনবে দেশে সুশাসন"""
ham,"হাই, সিট কিছু শেষের দিকে! টিকেট কাটুন এখনই। cutt.ly/BePQRgZP"
spam,"নিরাপদে বাড়ি ফিরুন, ঝামেলাহীন বাস টিকেট পেতে ক্লিক: bit.ly/64201"
spam,আইবিবিএল থেকে পার্সোনাল লোন। সুদের হার মাত্র 60%। যোগাযোগ: 01932409678
ham,টিউশনি কখন শুরু হবে? স্যার বলেছেন? রাখি।
ham,"আপনি রেমিট্যান্স পেয়েছেন। মোট: 12,38739.50 টাকা সরকারি প্রণোদনা: 34540.50 টাকা TrxID B562261838 at 22/11/46315 09:33."
ham,"নগদ থেকে জিপি নম্বরে ১১৮টাকা রিচার্জে ১১৮টাকা ক্যাশব্যাক,সাথে ১২জিবি ৮দিন। ১৩ নভেম্বর বিকাল ৪টা-রাত ১টা। ডায়াল *6345#"
ham,বাজারে পেঁয়াজ কিনে আনতে হবে। আর কি লাগবে? - জসিম
ham,"হাই, আজ তোমার পদোন্নতি হয়েছে। অভিনন্দন!"
ham,"হ্যালো, অ্যাসাইনমেন্ট জমা দেওয়ার শেষ তারিখ কবে?"
ham,আপনার সার্ভিস রিকোয়েস্ট নম্বর 42703। দয়া করে এটি শুধুমাত্র বিকাশ গ্রাহক সেবা এর বিকাশ কাস্টমার সার্ভিস এক্সিকিউটিভ অথবা livechat.bkash.com ছাড়া অন্য কারো সাথে শেয়ার করবেন না।
spam,ঈজি ফ্যাশনের ঈদ উপহার নির্দিষ্ট পন্য আকর্ষনীয় ছাড় bit.ly/87310
ham,বিকাশ একাউন্টে টাকা পাঠিয়ে দাও। জরুরি দরকার। - করিম
ham,আপনার JBPLC একাউন্ট *80949 এ মেডিকেল কলেজ থেকে 5688.00 টাকা জমা হয়েছে at 03 Jul 25 14:18:52 ব্যালেন্স 94950 টাকা। Enjoy Amar Sanchoy Amar Munafa
ham,শরীর ভালো লাগছে না। ডাক্তার দেখাতে হবে। পরে কথা হবে।
spam,আজই টাকা আপনার একাউন্টে। 5000000 টাকা নিন: bit.ly/77754
ham,দুর্গা পূজার শুভেচ্ছা! সবার মঙ্গল হোক। - রানা
spam,পাসপোর্ট রিনিউ জরুরি। 48 দিনে পাবেন। ফি 5000000 টাকা। 01932388991
spam,লোন কনফার্মেশন বাকি। কনফার্ম করুন: bit.ly/16813
spam,আজই শেষ হচ্ছে যে বিশেষ অফার!* বিস্তারিত জানতে- bit.ly/59762 রকমারি।
spam,আপনার নাম বিজয়ী তালিকায়। ট্যাবলেট পাবেন! লিংক: bit.ly/83163
ham,"সাজু, আজ মাছ রান্না করবে? বাজার করে এনেছি।"
ham,"আদাব, দুর্গা পূজার শুভেচ্ছা! সবার মঙ্গল হোক।"
spam,নিরাপত্তা আপডেট সম্পন্ন হয়নি। আপডেট করুন: bit.ly/38899
ham,"অতিরিক্ত টিনি গ্রহণে মেদ বাহুল্য, ডায়াবেটিস, ক্যান্সার, ইদরোগ, ফ্যাটি লিভার, ক্যালার, ইনসুলিন প্রতিরোধ ইত্যাদি রোগের ঝুঁকি বেড়ে যায়। টিনি পরিমিত মাত্রায় গ্রহণ করুন, সুখ্যাস্থ্য বজায় রাখুন-বিএফএসএ বাই।"
spam,ত্বক ফর্সা ট্যাবলেট মাত্র 9999 টাকা। ১০০% কার্যকর। হোম ডেলিভারি। অর্ডার: 01876474993
spam,এতিম শিশুদের পাশে দাঁড়ান। 1000000 টাকা দান করুন: bit.ly/50842
spam,একাউন্ট পুনরুদ্ধারের সুযোগ: bit.ly/69890
spam,"নিরাপদে বাড়ি ফিরুন, ঝামেলাহীন বাস টিকেট পেতে ক্লিক: bit.ly/68537"
ham,gpfi Unlimited নিয়ে এলো মাসিক 'ওয়াই-ফাই' প্ল্যান! শুরু মাত্র 99726 টাকা থেকে! অর্ডার করুন আজই। ক্লিক: gpworld.co/gpfi_request
ham,"প্রমোশনাল এসএমএস না চাইলে *95680*33040# ডায়াল (ফ্রি) করে চালু করুন ডু নট ডিস্টার্ব সেবা, অন্যথায় চালু না করার অনুরোধ করা হলো : বিটিআরসি"
ham,"আপনি 1444 থেকে 72.00 টাকা পেয়েছেন। ফি 0.00 টাকা। ব্যালেন্স 11,28465.48 টাকা। TrxID C947075345 at 19/11/50517 12:00"
